
# Curve 0 of 1, 168 points
# Curve title: ""../test/compressor_per_day_kwh_pcomps.data" u 4"
# x y type
 0  5.779  i
 1  4.879  i
 2  3.5765  i
 3  2.2596  i
 4  1.1659  i
 5 -0.0629  i
 6 -1.3566  i
 7 -2.2117  i
 8 -2.8534  i
 9 -3.0193  i
 10 -2.6222  i
 11 -2.3512  i
 12 -1.7085  i
 13 -0.7587  i
 14 -0.0667  i
 15  0.9285  i
 16  2.4524  i
 17  3.9107  i
 18  5.369  i
 19  6.2755  i
 20  6.5782  i
 21  6.8951  i
 22  6.9176  i
 23  6.6249  i
 24  6.084  i
 25  5.2834  i
 26  4.085  i
 27  2.8246  i
 28  1.7972  i
 29  0.5024  i
 30 -0.9528  i
 31 -2.2768  i
 32 -3.18  i
 33 -3.6851  i
 34 -3.796  i
 35 -3.573  i
 36 -2.9468  i
 37 -2.314  i
 38 -1.5387  i
 39 -0.6035  i
 40  0.5004  i
 41  1.8101  i
 42  3.2676  i
 43  4.1395  i
 44  4.5951  i
 45  5.0151  i
 46  5.2568  i
 47  4.9669  i
 48  4.5336  i
 49  3.7437  i
 50  2.5091  i
 51  1.3053  i
 52  0.3096  i
 53 -0.8833  i
 54 -2.3569  i
 55 -3.7702  i
 56 -4.8807  i
 57 -5.6759  i
 58 -6.1095  i
 59 -6.2247  i
 60 -6.1329  i
 61 -5.8069  i
 62 -5.1987  i
 63 -4.2018  i
 64 -3.0717  i
 65 -1.6524  i
 66 -0.3798  i
 67  0.5075  i
 68  1.1991  i
 69  1.99  i
 70  2.4522  i
 71  2.3992  i
 72  2.1858  i
 73  1.6594  i
 74  0.6682  i
 75 -0.3462  i
 76 -1.2192  i
 77 -2.4134  i
 78 -3.9202  i
 79 -5.1301  i
 80 -6.1862  i
 81 -6.8856  i
 82 -7.3454  i
 83 -7.5333  i
 84 -7.5333  i
 85 -7.3454  i
 86 -6.8856  i
 87 -6.1862  i
 88 -5.1301  i
 89 -3.9202  i
 90 -2.4134  i
 91 -1.2192  i
 92 -0.3462  i
 93  0.6682  i
 94  1.6594  i
 95  2.1858  i
 96  2.3992  i
 97  2.4522  i
 98  1.99  i
 99  1.1991  i
 100  0.5075  i
 101 -0.3798  i
 102 -1.6524  i
 103 -3.0717  i
 104 -4.2018  i
 105 -5.1987  i
 106 -5.8069  i
 107 -6.1329  i
 108 -6.2247  i
 109 -6.1095  i
 110 -5.6759  i
 111 -4.8807  i
 112 -3.7702  i
 113 -2.3569  i
 114 -0.8833  i
 115  0.3096  i
 116  1.3053  i
 117  2.5091  i
 118  3.7437  i
 119  4.5336  i
 120  4.9669  i
 121  5.2568  i
 122  5.0151  i
 123  4.5951  i
 124  4.1395  i
 125  3.2676  i
 126  1.8101  i
 127  0.5004  i
 128 -0.6035  i
 129 -1.5387  i
 130 -2.314  i
 131 -2.9468  i
 132 -3.573  i
 133 -3.796  i
 134 -3.6851  i
 135 -3.18  i
 136 -2.2768  i
 137 -0.9528  i
 138  0.5024  i
 139  1.7972  i
 140  2.8246  i
 141  4.085  i
 142  5.2834  i
 143  6.084  i
 144  6.6249  i
 145  6.9176  i
 146  6.8951  i
 147  6.5782  i
 148  6.2755  i
 149  5.369  i
 150  3.9107  i
 151  2.4524  i
 152  0.9285  i
 153 -0.0667  i
 154 -0.7587  i
 155 -1.7085  i
 156 -2.3512  i
 157 -2.6222  i
 158 -3.0193  i
 159 -2.8534  i
 160 -2.2117  i
 161 -1.3566  i
 162 -0.0629  i
 163  1.1659  i
 164  2.2596  i
 165  3.5765  i
 166  4.879  i
 167  5.779  i

